record_id;redcap_survey_identifier;introduction_utilisation_des_technologies_interact_timestamp;consent;socio_age;socio_exp;socio_region;socio_milieu___1;socio_milieu___2;socio_milieu___3;socio_milieu___4;socio_milieu___5;socio_milieu___6;socio_milieu_o;socio_prg___1;socio_prg___2;socio_prg___3;socio_prg___4;socio_prg___5;socio_prg___6;socio_acces_it;socio_acces_it_o___1;socio_acces_it_o___2;socio_acces_it_o___3;socio_acces_it_o___4;socio_acces_it_o___5;socio_acces_it_o___6;socio_expo_it;or_profil;introduction_utilisation_des_technologies_interact_complete;profil_utilisateur_de_technologies_interactives_timestamp;rv_ou_ra_used;rv_ou_ra_mrq;rv_ou_ra_frz;rv_ou_ra_ctx;jva_used;jva_mrq;jva_frz;jva_ctx;appli_used;appli_mrq;appli_frz;appli_ctx;wearables_used;wearables_mrq;wearables_frz;wearables_ctx;robo_used;robo_mrq;robo_frz;robo_ctx;mrq_age1;mrq_age2;mrq_age3;mrq_age4;mrq_age5;mrq_used_q2_1___1;mrq_used_q2_1___2;mrq_used_q2_1___3;mrq_used_q2_1___4;mrq_used_q2_1___5;mrq_used_q2_2___1;mrq_used_q2_2___2;mrq_used_q2_2___3;mrq_used_q2_2___4;mrq_used_q2_2___5;mrq_used_q2_3___1;mrq_used_q2_3___2;mrq_used_q2_3___3;mrq_used_q2_3___4;mrq_used_q2_3___5;mrq_used_q2_4___1;mrq_used_q2_4___2;mrq_used_q2_4___3;mrq_used_q2_4___4;mrq_used_q2_4___5;mrq_used_q2_5___1;mrq_used_q2_5___2;mrq_used_q2_5___3;mrq_used_q2_5___4;mrq_used_q2_5___5;mrq_patho1;mrq_patho2;mrq_patho3;mrq_patho4;mrq_patho5;mrq_used_q3_1___1;mrq_used_q3_1___2;mrq_used_q3_1___3;mrq_used_q3_1___4;mrq_used_q3_1___5;mrq_used_q3_2___1;mrq_used_q3_2___2;mrq_used_q3_2___3;mrq_used_q3_2___4;mrq_used_q3_2___5;mrq_used_q3_3___1;mrq_used_q3_3___2;mrq_used_q3_3___3;mrq_used_q3_3___4;mrq_used_q3_3___5;mrq_used_q3_4___1;mrq_used_q3_4___2;mrq_used_q3_4___3;mrq_used_q3_4___4;mrq_used_q3_4___5;mrq_used_q3_5___1;mrq_used_q3_5___2;mrq_used_q3_5___3;mrq_used_q3_5___4;mrq_used_q3_5___5;mrq_path_o;mrq_iog1;mrq_iog2;mrq_iog3;mrq_iog4;mrq_iog5;mrq_used_q4_1;mrq_used_q4_2;mrq_used_q4_3;mrq_used_q4_4;mrq_used_q4_5;ti_iogp;ti_collab;ti_collab_q5_1;ti_collab_pro_q5_1___1;ti_collab_pro_q5_1___2;ti_collab_pro_q5_1___3;ti_collab_pro_q5_1___4;ti_collab_pro_q5_1___5;ti_collab_pro_q5_1___6;ti_collab_pro_q5_1___7;mrq_tps1;mrq_tps2;mrq_tps3;mrq_tps4;mrq_tps5;mrq_used_q6_1;mrq_used_q6_2;mrq_used_q6_3;mrq_used_q6_4;mrq_used_q6_5;mrq_used_q7_1;mrq_used_q7_2;mrq_used_q7_3;mrq_used_q7_4;mrq_used_q7_5;mrq_hab_1_1;mrq_hab_1_2;mrq_hab_1_3;mrq_hab_1_4;mrq_hab_1_5;mrq_hab_2_1;mrq_hab_2_2;mrq_hab_2_3;mrq_hab_2_4;mrq_hab_2_5;ti_vad;ti_vad_q8_1;ti_vad_mrq_q8_1___1;ti_vad_mrq_q8_1___2;ti_vad_mrq_q8_1___3;ti_vad_mrq_q8_1___4;ti_vad_mrq_q8_1___5;ti_accord_q9_1;ti_accord_q9_2;mrqs_used_q9_1___1;mrqs_used_q9_1___2;mrqs_used_q9_1___3;mrqs_used_q9_1___4;mrqs_used_q9_1___5;mrqs_used_q9_2___1;mrqs_used_q9_2___2;mrqs_used_q9_2___3;mrqs_used_q9_2___4;mrqs_used_q9_2___5;ti_po_k;ti_po_asp___1;ti_po_asp___2;ti_po_asp___3;ti_po_asp___4;ti_accord_q12_1;ti_accord_q12_2;mrqs_used_q12_1___1;mrqs_used_q12_1___2;mrqs_used_q12_1___3;mrqs_used_q12_1___4;mrqs_used_q12_1___5;mrqs_used_q12_2___1;mrqs_used_q12_2___2;mrqs_used_q12_2___3;mrqs_used_q12_2___4;mrqs_used_q12_2___5;ti_accord_q13_1;mrqs_used_q13_1___1;mrqs_used_q13_1___2;mrqs_used_q13_1___3;mrqs_used_q13_1___4;mrqs_used_q13_1___5;ti_gestion_pb___1;ti_gestion_pb___2;ti_gestion_pb___3;ti_gestion_pb___4;ti_gestion_pb___5;ti_gestion_pb___6;ti_gestion_pb___7;ti_gestion_pb___8;ti_gestion_pb___9;ti_gestion_pb___10;ti_gestion_pb_o;ti_accord_q15_1;mrq_used_q15_1___1;mrq_used_q15_1___2;mrq_used_q15_1___3;mrq_used_q15_1___4;mrq_used_q15_1___5;ti_preoccup_parents;ti_preoccup_parents_q16_1;ti_preoccup_oui_q16_1___1;ti_preoccup_oui_q16_1___2;ti_preoccup_oui_q16_1___3;ti_preoccup_oui_q16_1___4;ti_preoccup_oui_q16_1___5;ti_preoccup_oui_q16_1___6;ti_preoccup_oui_q16_1___7;ti_preoccup_parents_o;ti_satis_parents;ti_relations_parents;profil_utilisateur_de_technologies_interactives_complete;profil_nonutilisateur_de_technologies_interactives_timestamp;mrq_fam_1;mrq_fam_2;mrq_fam_3;mrq_fam_4;mrq_fam_5;nti_raisons_interet;nti_diff_1_1;nti_diff_1_2;nti_diff_1_3;nti_diff_1_4;nti_diff_1_5;nti_diff_1_6;nti_diff_o;nti_persp_presence;nti_impact_futur;nti_collab;nti_preocup_secu___1;nti_preocup_secu___2;nti_preocup_secu___3;nti_preocup_secu___4;nti_preocup_secu___5;nti_preocup_secu___6;nti_preocup_secu___7;nti_preocup_secu___8;nti_preocup_secu___9;nti_preocup_secu___10;nti_preocup_secu___11;nti_preocup_secu___12;nti_preocup_secu___13;nti_preocup_secu___14;profil_nonutilisateur_de_technologies_interactives_complete;synthse_et_rflexions_futures_pour_tous_timestamp;tt_accord_q1_1;tt_accord_q1_2;mrqs_used_q1_1___1;mrqs_used_q1_1___2;mrqs_used_q1_1___3;mrqs_used_q1_1___4;mrqs_used_q1_1___5;mrqs_used_q1_2___1;mrqs_used_q1_2___2;mrqs_used_q1_2___3;mrqs_used_q1_2___4;mrqs_used_q1_2___5;tt_k_forma;tt_besoin_secu___1;tt_besoin_secu___2;tt_besoin_secu___3;tt_besoin_secu___4;tt_besoin_secu___5;tt_besoin_secu___6;tt_besoin_secu___7;tt_besoin_secu___8;tt_persp_avantage___1;tt_persp_avantage___2;tt_persp_avantage___3;tt_persp_avantage___4;tt_persp_avantage___5;tt_persp_avantage___6;tt_persp_avantage___7;tt_persp_desavantage___1;tt_persp_desavantage___2;tt_persp_desavantage___3;tt_persp_desavantage___4;tt_persp_desavantage___5;tt_persp_desavantage___6;tt_persp_desavantage___7;tt_persp_desavantage___8;tt_persp_desavantage___9;carte_kdo;synthse_et_rflexions_futures_pour_tous_complete;cartescadeaux_timestamp;kdo_carte_coordo;futures_etudes;cartescadeaux_complete
50;;2024-12-20 14:07:16;1;4;5;6;0;0;1;0;0;0;;0;0;1;0;0;0;1;1;1;1;0;1;0;3;1;2;2024-12-20 14:19:19;2;;;;1;N/A;4;2;1;N/A;3;2;2;;;;2;;;;2;3;;;;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;;;;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;;;;2;3;;;;Pas d'opinion;;2;0;0;0;0;0;0;0;2;3;;;;3;2;;;;2;3;;;;6;8;;;;7;9;;;;;1;0;0;1;0;0;1;3;0;0;1;0;0;0;0;0;0;0;2;1;1;0;0;3;3;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;Difficulté à cibler des mouvements spécifiques;3;1;1;1;0;1;;2;0;0;0;0;0;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-12-20 14:22:00;1;1;1;1;0;1;1;1;1;1;1;1;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;1;2;2024-12-20 14:22:33;Annick Bouliane  annick.boulianne.hsj@ssss.gouv.qc.ca;1;2
51;;2024-12-20 15:40:14;1;1;2;6;1;0;0;0;0;0;;0;0;1;0;0;1;2;0;0;0;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-12-20 15:41:55;1;2;2;1;1;2;1;4;4;3;3;2;;4;2;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;2;2024-12-20 15:43:50;1;3;1;1;1;1;1;0;0;0;0;0;3;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;1;2;2024-12-20 15:44:29;Justine Pelletier  justine.pelletier.hsj@ssss.gouv.qc.ca  438-763-1498;2;2
52;;2024-12-22 11:59:16;1;1;2;16;0;0;0;0;0;1;CLSC Agir tôt ;0;0;0;0;0;1;2;0;0;0;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-12-22 12:02:16;1;1;1;1;1;3;3;3;3;4;3;1;;2;3;1;0;0;1;1;0;0;1;0;1;1;1;0;0;0;2;2024-12-22 12:05:17;3;3;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;1;1;1;0;1;1;0;1;0;1;0;0;1;0;1;1;1;0;1;0;1;2;2024-12-22 12:07:02;Valérie Pilon  valerie.pilon.2@hotmail.com  514-216-3680;1;2
53;;2024-12-22 12:52:41;1;1;2;6;0;0;0;0;0;1;CLSC;0;0;0;0;0;1;2;0;0;0;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-12-22 12:55:00;1;1;3;2;2;3;3;4;5;4;3;3;;2;3;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;2;2024-12-22 12:56:34;1;3;1;1;0;0;1;0;0;0;0;0;3;1;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;2;2024-12-22 12:57:13;Laurence Fortin-Haines, laurence.fh@hotmail.com;1;2
54;;2024-12-23 08:34:24;1;1;2;6;0;0;1;0;0;0;;0;0;0;0;1;0;1;1;1;1;0;1;0;4;1;2;2024-12-23 08:42:15;1;Oculus;3;2;1;Xbox, Switch, OSMO, Ordinateur;2;2;1;Ipad;4;3;2;;;;1;ARMEO;3;2;3;4;;;;0;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;;;;1;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;1;;1;2;3;5;;Individuelle en raison des modalités d'intervention plus faciles;;1;1;0;0;1;0;0;0;1;4;2;4;;3;1;2;5;;5;;;;;6;;;;;5;;;;;;1;0;1;0;0;0;1;1;1;1;1;0;1;0;1;1;0;0;1;1;1;1;0;1;3;1;1;0;0;1;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;;3;1;1;1;0;1;;2;0;0;0;0;0;0;0;;3;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-12-23 08:43:42;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;2;2024-12-23 08:44:11;Véronique Rochon  veronique.rochon.hsj@ssss.gouv.qc.ca  438-885-5622;1;2
55;;2024-12-23 08:47:06;1;4;5;6;0;0;1;0;0;0;;0;1;0;0;0;0;1;1;1;1;0;0;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-12-23 08:49:31;1;1;2;1;1;2;3;5;5;1;3;1;;2;3;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;2024-12-23 08:51:54;1;1;1;0;0;1;1;1;1;1;1;1;2;1;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;2;2024-12-23 08:53:05;Josée Delambre 514.823.6855  josee.delambre.hsj@ssss.gouv.qc.ca;1;2
56;;2024-12-26 15:37:59;1;2;2;6;1;0;0;0;0;0;;1;0;0;0;0;0;3;1;1;0;0;0;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2024-12-26 15:40:00;1;2;2;1;1;2;;4;5;5;4;;;4;2;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;2;2024-12-26 15:41:42;2;1;0;0;0;0;0;1;1;1;0;0;3;0;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1;2;2024-12-26 15:42:17;Laura-Maude Houle   lauramaude_h@hotmail.com   514-623-8518;1;2
57;;2024-12-30 07:48:43;1;4;5;6;0;0;1;0;0;0;;0;1;0;0;0;1;2;0;0;0;0;0;0;3;1;2;2024-12-30 07:56:31;2;;;;2;;;;2;;;;2;;;;2;;;;3;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;;;1;0;1;0;0;0;0;1;4;;;;;3;;;;;3;;;;;14;;;;;7;;;;;;2;0;0;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;3;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;0;0;0;0;0;;1;0;0;0;0;1;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2024-12-30 07:59:26;1;1;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;2;2024-12-30 08:00:36;Dominique Breton  dominique.breton.hsj@ssss.gouv.qc.ca  514-374-1710 poste 8188;1;2
58;;2025-01-02 10:07:43;1;1;2;6;0;0;1;0;0;0;;0;0;0;0;0;1;1;0;0;1;0;0;0;4;1;2;2025-01-02 10:30:43;2;;;;2;;;;1;applications pour familiariser avec le clavier et pour faciliter l'écriture à l'ordinateur ;3;3;2;;;;2;;;;1;2;3;4;4;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;4;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;Autres : TDC : applications sur leur téléphone portable pour leur ordinateur portable pour les aider à s'organiser par exemple. ;3;;;;;3;;;;;selon si je suis à l'aise à le présenter et l'explorer en groupe facilement. ;;2;0;0;0;0;0;0;0;3;;;;;3;;;;;3;;;;;14;;;;;12;;;;;;3;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;3;0;0;1;0;0;;3;0;1;0;0;1;1;0;;2;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-02 10:33:46;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;2;2025-01-02 10:34:27;Mouna Loukili, mouna.loukili.hsj@ssss.gouv.qc.ca, 581-305-1500;1;2
59;;2025-01-03 08:37:54;1;1;1;6;0;0;1;0;0;0;;0;0;0;0;0;1;1;1;1;1;0;1;0;4;1;2;2025-01-03 08:48:00;2;;;;2;;;;1;Ipad;3;3;2;;;;2;;;;2;3;1;4;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Je n'ai jamais utilisé ces technologiques en contexte de groupe, mais elles se prêtent bien en contexte individuel (Ipad sont petits et plus difficiles à partager).;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;1;2;4;5;8;15;15;15;15;12;;;;;;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;3;1;1;1;0;0;;3;1;1;1;0;1;0;0;;2;2;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-03 08:50:12;1;2;1;0;0;1;1;0;0;0;0;0;2;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;2;2025-01-03 08:50:42;Mathilde Charron  mathilde.charron.hsj@ssss.gouv.qc.ca;1;2
60;;2025-01-03 13:05:54;1;1;2;6;0;0;1;0;0;0;;0;0;0;0;1;0;1;1;1;1;0;1;0;3;1;2;2025-01-03 13:21:04;2;;;;1;Jeux mnésiques et de éduction logique... je ne me rappelle plus du nom;4;3;1;Jeux poursuite visuelle;4;1;2;;;;1;ARMÉO;2;2;1;2;3;4;4;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;0;1;3;;;;;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Les déficits d'origine neurologique sont variés et peuvent se présenter sous de multiples facettes, touchant les sphères, par exemple, motrice globale, motrice fine, perceptivo-cognitive. Selon l'âge de l'enfant et la nature du diagnostic, il est donc possible qu'il ait autant des défis développementaux, moteurs, cognitifs, sensoriels, etc.;1;3;1;1;;1;2;3;5;;Individuel la plupart du temps puisqu'il est davantage possible d'adapter la gradation selon les habiletés propres de l'enfant et ses objectifs spécifiques.  Toutefois, une activité de groupe peut favoriser la collaboration du jeune lorsque la motivation à la réadaptation est un enjeu.;;1;1;0;0;1;0;0;0;1;5;1;5;;1;2;3;5;;1;2;3;5;;9;1;10;5;;2;5;9;6;;;3;0;0;0;0;0;3;1;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;2;1;1;1;1;1;;1;0;1;0;0;0;0;1;Accesibilité aux technologies à domicile notamment en lien avec le coût d'achat;3;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-03 13:24:05;1;1;1;1;1;1;1;1;1;1;1;1;3;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1;0;1;2;2025-01-03 13:24:44;Karolann Leduc, ergothérapeute  karolann.leduc.hsj@ssss.gouv.qc.ca  (514) 374-1710 poste 8493;1;2
61;;2025-01-07 21:17:59;1;1;1;3;0;1;0;0;0;0;;0;0;0;0;0;1;2;0;0;0;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2025-01-07 21:20:38;1;3;3;3;2;3;2;5;5;4;3;3;;2;3;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;2;2025-01-07 21:23:49;1;2;1;1;1;1;1;0;0;0;0;0;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;2;2025-01-07 21:24:28;Tiffany Hu   tiffany.yifan.hu@gmail.com;1;2
62;;2025-01-07 21:59:28;1;3;5;6;0;1;0;0;0;0;;1;0;0;0;0;0;1;0;1;1;1;0;0;4;1;2;2025-01-07 22:10:46;2;;;;1;Xzbox et Wii;3;2;1;Respirelax et Orientate;2;2;1;podometre ;4;3;2;;;;3;4;;;;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;;;;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;1;1;;;2;3;4;;;individuel en raison de la nature individuelle des suivis en clinique ;;2;0;0;0;0;0;0;0;1;1;5;;;2;3;4;;;2;3;4;;;2;11;3;;;6;13;4;;;;1;0;1;1;1;0;1;2;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;1;3;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;;3;0;1;1;1;0;;1;1;1;0;1;1;1;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-07 22:13:14;3;1;0;0;0;0;0;0;1;1;1;0;3;0;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;1;0;1;1;1;1;1;0;1;2;2025-01-07 22:13:44;Isabelle Quintal   Isabelle.Quintal@USherbrooke.ca   514-998-4798;1;2
63;;2025-01-07 22:21:01;1;1;2;6;1;0;1;0;0;0;;1;0;1;0;0;1;2;0;0;0;0;0;0;4;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;2025-01-07 22:22:49;1;2;3;3;1;2;2;4;5;5;4;1;;2;3;1;0;0;1;0;1;1;0;0;1;1;1;1;1;0;2;2025-01-07 22:24:25;1;3;1;1;1;1;1;0;0;0;0;0;3;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;0;1;2;2025-01-07 22:24:51;Yasmine Boudries   Yasmineboudries99@gmail.com;2;2
64;;2025-01-13 17:40:45;1;3;1;6;0;0;0;0;1;0;;0;0;0;0;0;1;2;0;0;0;0;0;0;3;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0
65;;2025-01-16 19:32:07;1;2;3;14;1;1;0;0;0;0;;0;0;0;0;0;1;1;0;0;1;0;0;0;3;1;2;2025-01-16 19:38:03;2;;;;2;;;;2;;;;2;;;;2;;;;3;4;;;;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;;;;;3;;;;;Pas d'équipement suffisant pour son utilisation en contexte de groupe.;;2;0;0;0;0;0;0;0;1;;;;;3;;;;;3;;;;;9;;;;;14;;;;;;2;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;;3;0;0;1;0;0;;1;0;1;0;0;1;0;0;;2;3;2;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-01-16 19:39:49;2;2;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;1;2;2025-01-16 19:40:26;Marc-André Clément, marc-andre.clement@mail.mcgill.ca, 514-891-9618;2;2
